ID_VENTE|CD_PRODUIT|QTE_VENTE|PRIX_VENTE|PRIX_ACHAT
ES-2012-GT14710120-41198|FUR-CH-4654|3|181.884|145.5072
IN-2012-CL1270058-41226|TEC-PH-5268|5|192.807|154.2456
ES-2015-MM1792045-42199|TEC-PH-3805|7|260.592|208.4736
MX-2015-CM1216093-42158|FUR-BO-5762|8|219.75|175.8
IN-2015-DB1306027-42353|TEC-PH-5263|8|43.794|35.0352
MZ-2015-JW522087-42183|OFF-ST-5708|14|32.64|26.112
US-2015-BN1147082-42358|OFF-AP-3872|14|446.3076|357.04608
IN-2013-JC157757-41310|FUR-CH-5378|7|138.132|110.5056
MX-2012-HL1504093-40929|FUR-TA-3764|2|466.208|372.9664
MX-2013-LH1690018-41489|OFF-ST-6046|6|59.526|47.6208
ID-2015-DV1304559-42304|FUR-BO-5786|11|261.54|209.232
IN-2013-BT1153058-41331|FUR-TA-3344|6|363.42|290.736
IR-2013-BM165060-41436|TEC-PH-5269|6|225.939|180.7512
IN-2012-MG1820558-40962|TEC-CO-4590|2|152.652|122.1216
CA-2012-AS10090140-41173|OFF-BI-3729|4|1.494|1.1952
MX-2014-FC1424528-41840|FUR-CH-5442|1|341.2239|272.97912
MX-2014-TT2122051-41727|FUR-BO-5968|6|155.592|124.4736
IN-2015-CY1274558-42300|TEC-CO-4578|7|127.968|102.3744
MX-2015-SJ2021582-42179|TEC-PH-3806|3|261.072|208.8576
MX-2014-PB1880593-41942|TEC-PH-3148|7|190.863|152.6904
CM-2013-BP123022-41621|TEC-AC-5224|5|73.206|58.5648
IN-2014-RW1969027-41763|TEC-CO-3688|4|110.8065|88.6452
CA-2012-AS10090140-41173|OFF-AR-3285|4|2.608|2.0864
ZA-2012-DB3360146-41159|FUR-TA-3442|4|106.722|85.3776
ES-2013-DK1315048-41386|TEC-CO-3709|4|150.744|120.5952
SF-2014-RW9540117-41942|TEC-MA-5502|14|280.125|224.1
IN-2012-PS1904527-41014|FUR-CH-5411|6|66.78|53.424
CA-2014-AS10090140-41894|OFF-BI-4884|6|3.18|2.544
CA-2014-AB10105140-41991|OFF-BI-4345|3|608.784|487.0272
IN-2015-MO1780066-42308|OFF-AP-3873|13|322.974|258.3792
IN-2014-NF1847527-41741|OFF-AP-3573|8|119.94|95.952
IN-2014-MR1754558-41954|TEC-CO-3683|3|76.392|61.1136
IT-2013-CB1241548-41560|TEC-PH-5355|4|382.41|305.928
ID-2013-LC1705092-41560|FUR-CH-4531|4|142.083|113.6664
IN-2015-RA1988527-42034|FUR-CH-5380|4|245.44|196.352
CG-2013-MG814533-41559|TEC-PH-3805|5|260.592|208.4736
CA-2015-AB10105140-42161|TEC-PH-5089|6|195.99|156.792
CA-2015-AB10105140-42328|FUR-FU-2871|3|136.98|109.584
ID-2014-EM1396058-41901|OFF-AP-3580|6|224.916|179.9328
MX-2013-DJ1342082-41639|OFF-AP-4505|4|144.472|115.5776
ES-2015-CD1192045-42367|FUR-TA-5064|7|202.311|161.8488
MX-2014-BO1142582-41958|TEC-PH-3806|5|261.072|208.8576
CA-2012-AB10105140-41262|OFF-BI-4827|7|110.397|88.3176
CA-2015-AB10105140-42143|TEC-PH-2879|3|215.44|172.352
ID-2015-KM16720102-42255|FUR-BO-3626|2|124.209|99.3672
ES-2014-SV2078545-41807|TEC-AC-5136|8|99.528|79.6224
MX-2012-BG1169582-41250|FUR-CH-5773|5|185.568|148.4544
IN-2015-CS121307-42266|FUR-BO-5761|9|277.6221|222.09768
US-2014-AB10105140-41908|FUR-TA-3412|4|262.11|209.688
IZ-2015-BD163561-42045|OFF-AP-4966|3|228.36|182.688
ES-2015-RF19345120-42043|OFF-AP-4743|6|227.388|181.9104
ID-2014-JE1616559-41856|FUR-BO-3642|2|291.456|233.1648
IR-2015-MG768060-42109|FUR-BO-3641|2|329.103|263.2824
CA-2013-AB10105140-41585|TEC-MA-3700|2|95.97|76.776
IN-2015-CC1247558-42129|TEC-CO-3596|3|126.84776|101.478208
ES-2014-LT1676564-41947|OFF-AP-4732|4|123.756|99.0048
ES-2015-FH14365120-42165|TEC-PH-3148|6|190.863|152.6904
ES-2013-BF1097545-41517|TEC-PH-5354|4|477.1125|381.69
IN-2014-CJ1201027-41810|TEC-PH-3802|3|60.768|48.6144
HU-2015-SH997557-42239|TEC-AC-5226|7|147.852|118.2816
US-2013-SL2015582-41422|FUR-BO-4861|14|146.364|117.0912
LI-2015-NC834073-42143|TEC-CO-6009|3|142.944|114.3552
SF-2014-JB5400117-41758|FUR-TA-4712|4|370.23|296.184
IN-2014-VG2180527-41996|FUR-BO-3642|2|291.456|233.1648
MX-2015-TB2125031-42289|FUR-TA-3760|3|177.96|142.368
MX-2015-PS1897028-42109|OFF-AP-3872|5|446.3076|357.04608
ES-2015-BB1154548-42336|FUR-BO-5788|5|253.3635|202.6908
GG-2013-SG1047047-41405|TEC-CO-3597|7|294.5682|235.65456
IN-2014-SP20920130-41808|TEC-PH-5839|6|255.6|204.48
IN-2013-NZ1856558-41398|TEC-CO-3678|7|105.08056|84.064448
IN-2012-Dp1324027-41223|TEC-PH-5354|9|477.1125|381.69
ES-2015-GZ1447064-42362|FUR-BO-4862|9|97.264|77.8112
MX-2015-AH1007582-42139|OFF-AP-4503|7|200.352|160.2816
PL-2015-CB2025103-42347|TEC-CO-5997|6|178.254|142.6032
IN-2012-SC200507-41249|TEC-PH-5356|4|255.564|204.4512
IT-2014-AM10705125-41892|FUR-CH-4530|5|141.354|113.0832
AL-2012-SC102302-40970|TEC-MA-6138|5|48.573|38.8584
ID-2013-JS1559559-41275|OFF-AP-4745|10|226.644|181.3152
ID-2013-BS1138059-41577|TEC-CO-6009|6|142.944|114.3552
IN-2014-TC21295130-41962|OFF-AP-4505|9|144.472|115.5776
RS-2014-JL5130108-41866|TEC-PH-3148|4|190.863|152.6904
IN-2014-Dp1324066-41798|FUR-CH-4532|4|190.344|152.2752
IN-2015-NF1838511-42279|TEC-PH-5268|2|192.807|154.2456
ES-2015-AS10090139-42062|OFF-AP-4745|4|226.644|181.3152
IN-2014-EL137357-41943|FUR-BO-4861|3|146.364|117.0912
IN-2014-FH1427559-41991|FUR-BO-3904|8|96.64|77.312
IN-2015-LT1676558-42133|FUR-TA-5057|11|171.954|137.5632
IN-2015-BN1147027-42189|OFF-AP-4964|5|227.832|182.2656
ES-2013-BP11230120-41411|OFF-AP-3576|6|156.024|124.8192
IN-2012-DM1352558-41123|TEC-PH-5813|4|50.436|40.3488
CA-2015-AB10105140-42267|TEC-PH-5625|5|294.95|235.96
CD-2014-SM1032025-41684|OFF-ST-6033|2|38.664|30.9312
IN-2013-PM191357-41417|FUR-BO-5971|10|78.304|62.6432
MW-2015-TS1143085-42220|OFF-AP-3874|5|359.36|287.488
MX-2014-TS2134018-41956|TEC-PH-3806|6|261.072|208.8576
IN-2015-AM107057-42047|TEC-AC-4186|5|68.304|54.6432
MX-2015-LS1724582-42319|TEC-PH-5355|9|382.41|305.928
IN-2014-DR129407-41728|FUR-BO-5951|2|283.3935|226.7148
CA-2013-AB10105140-41585|OFF-ST-4281|3|111.03|88.824
CA-2015-AB10105140-42267|TEC-AC-6076|2|55.99|44.792
IN-2014-CM1181597-41870|TEC-PH-5841|2|254.496|203.5968
ES-2015-FG1426045-42153|OFF-AP-3865|9|111.384|89.1072
IR-2013-KN670560-41508|OFF-AP-3579|5|374.36|299.488
WA-2015-TB1152089-42190|TEC-AC-5224|6|73.206|58.5648
IT-2013-GM1444091-41347|FUR-BO-3903|6|97|77.6
CA-2015-AB10523-42139|OFF-AR-6111|7|8.982|7.1856
MX-2015-JB1540051-42263|TEC-CO-4592|2|378.39|302.712
IN-2015-JS1603097-42223|FUR-CH-5775|5|138.429|110.7432
IN-2014-AM10705102-41891|TEC-CO-3707|7|114.03|91.224
MX-2015-SF2020039-42255|TEC-PH-5355|6|382.41|305.928
CA-2013-AB10105140-41585|OFF-ST-4457|3|52.99|42.392
MX-2013-JF1529531-41564|FUR-CH-5443|2|187.872|150.2976
ID-2015-KH16510102-42052|FUR-CH-5441|9|140.976|112.7808
IN-2013-DL1333058-41328|TEC-PH-5840|3|573.696|458.9568
IN-2013-KN163907-41611|FUR-CH-5378|5|138.132|110.5056
IN-2013-SV2093527-41620|OFF-ST-5691|10|42.201|33.7608
IN-2015-MD178607-42171|TEC-CO-3598|5|126.99128|101.593024
ES-2013-LS1720045-41628|TEC-MA-6138|8|48.573|38.8584
MX-2015-JM1586582-42137|FUR-CH-4656|9|183.756|147.0048
CA-2015-AB10105140-42220|TEC-AC-4936|7|16.59|13.272
IN-2015-CM124457-42315|FUR-CH-4531|3|142.083|113.6664
IT-2014-SS20140104-41800|OFF-AP-4745|6|226.644|181.3152
IN-2013-BW1111058-41404|TEC-MA-5014|12|93.786|75.0288
IN-2014-JE1561058-41895|TEC-PH-5336|6|112.02|89.616
IN-2014-GH1442527-41845|FUR-BO-3891|5|164.844|131.8752
IN-2015-JK1609058-42288|OFF-AP-4958|3|82.952|66.3616
MX-2012-SM2032036-41234|OFF-AP-3570|8|200.76|160.608
CA-2013-AB10105140-41585|FUR-FU-6235|7|32.48|25.984
US-2015-GR1456082-42302|FUR-TA-5062|5|272.52|218.016
CA-2014-AB10105140-41672|OFF-ST-3360|3|47.184|37.7472
MA-2014-DH367577-41926|TEC-MA-6148|2|101.328|81.0624
RS-2012-MM8280108-40953|TEC-CO-3686|6|127.50556|102.004448
IN-2015-SW2027558-42125|FUR-CH-4545|4|57.864|46.2912
IR-2012-PM913560-40978|TEC-PH-5268|5|192.807|154.2456
IN-2013-GH144257-41489|FUR-BO-3903|1|97|77.6
ID-2013-JM1586597-41628|OFF-AP-4967|8|170.487|136.3896
ES-2013-CM1211564-41489|TEC-CO-4765|6|98.052|78.4416
IN-2013-SC2084527-41445|TEC-PH-5839|7|255.6|204.48
MO-2014-GP474086-41678|OFF-AP-4731|2|123.456|98.7648
ES-2012-AF1087014-41179|OFF-AP-4738|4|349.6|279.68
IT-2013-TS2150545-41448|FUR-BO-5786|8|261.54|209.232
MX-2014-CR1273028-41993|FUR-TA-3420|5|138.7845|111.0276
MX-2013-FH1436582-41558|TEC-PH-3148|3|190.863|152.6904
ID-2012-BM115757-41149|FUR-TA-5071|7|93.924|75.1392
ES-2015-AH100308-42203|FUR-BO-3640|7|195.648|156.5184
IN-2012-AG1049527-41248|TEC-CO-4790|3|143.4602|114.76816
ES-2015-BN11470139-42110|FUR-BO-5778|7|125.5338|100.42704
CA-2015-AB10105140-42267|OFF-BI-5614|5|12.12|9.696
AU-2012-AG6758-41153|FUR-TA-4646|4|369.18|295.344
ES-2014-SW2075545-41852|FUR-BO-4848|1|382.4253|305.94024
MX-2015-CS1246093-42259|FUR-BO-5940|5|88.608|70.8864
ES-2015-SK1999045-42222|TEC-AC-5896|6|128.925|103.14
IN-2015-MP18175144-42328|OFF-AP-4961|6|211.176|168.9408
MX-2013-AG1090082-41398|OFF-AP-4508|5|486.432|389.1456
MO-2013-AJ96086-41513|TEC-PH-5842|9|254.46|203.568
UP-2014-MC7275137-41997|TEC-PH-3806|4|261.072|208.8576
IT-2014-JF15295120-41668|OFF-ST-6033|4|38.664|30.9312
CA-2015-AB10523-42139|OFF-AR-5912|11|14.1183|11.29464
SA-2012-MM7260110-41269|TEC-MA-6142|2|250.4691|200.37528
IN-2013-EJ13720113-41608|FUR-BO-3889|4|123.066|98.4528
MX-2014-MS1736539-41780|TEC-PH-5355|5|382.41|305.928
CA-2013-AB10105140-41585|OFF-AR-5156|6|9.85|7.88
ES-2015-DH13675139-42182|FUR-BO-5763|3|175.26|140.208
CA-2015-AB10105140-42267|OFF-ST-3078|3|7.89|6.312
MX-2014-HE1480018-41845|FUR-TA-4647|2|459.525|367.62
CA-2015-AB10105140-42328|OFF-BI-4346|2|3.294|2.6352
IN-2012-SB2017027-41208|FUR-BO-4851|2|164.7|131.76
CA-2013-AB10105140-41585|OFF-BI-3308|6|16.03|12.824
IN-2013-VT2170092-41634|FUR-BO-5949|10|276.2613|221.00904
CA-2012-AB10105140-41262|OFF-LA-3206|2|2.952|2.3616
IN-2013-BC1112592-41401|TEC-CO-4576|1|127.824|102.2592
IN-2012-NF1859527-40916|TEC-MA-5548|6|207|165.6
CA-2014-AH10120140-41992|FUR-TA-4841|7|90.588|72.4704
CA-2015-AH10120140-42103|OFF-PA-6497|5|39.152|31.3216
IT-2012-RB19330120-41077|FUR-BO-4860|4|337.4505|269.9604
ES-2013-CS11950124-41283|OFF-AP-3577|5|206.988|165.5904
ES-2015-BW11110120-42046|OFF-AP-3868|5|247.755|198.204
CA-2012-AH10120140-41107|FUR-CH-5428|5|80.98|64.784
IN-2013-LW1682558-41376|TEC-CO-4789|4|108.495|86.796
ES-2015-RD19585120-42007|TEC-CO-3681|2|104.856|83.8848
CA-2015-AH10120140-42103|OFF-PA-6441|8|39.128|31.3024
IN-2015-BT1168066-42351|OFF-AP-4508|5|486.432|389.1456
CA-2015-AH10120140-42188|OFF-PA-6361|6|40.99|32.792
CA-2015-AH10120140-42234|TEC-AC-5097|5|13.088|10.4704
IT-2015-TB2117564-42284|FUR-BO-5972|6|44.451|35.5608
UP-2014-MD7860137-41810|OFF-AP-4498|4|113.004|90.4032
IN-2015-JH1618059-42196|FUR-BO-3887|14|57.12|45.696
ES-2015-CC1214548-42118|TEC-AC-4186|6|68.304|54.6432
MX-2012-XP2186539-41032|FUR-TA-4713|9|371.931|297.5448
IN-2012-TS2137058-41187|OFF-AP-3575|10|207.732|166.1856
MX-2015-ML1741031-42320|FUR-BO-3892|4|205.38|164.304
MX-2015-MY1829593-42355|FUR-BO-3903|7|97|77.6
CA-2015-AH10120140-42234|OFF-BI-4358|5|10.293|8.2344
ES-2014-BS1166545-41734|TEC-PH-3147|3|222.705|178.164
IN-2015-NL1831092-42266|TEC-CO-3706|3|56.90568|45.524544
CA-2014-AH10120140-41992|OFF-BI-6345|6|7.54|6.032
IT-2015-CA1196548-42195|FUR-BO-5942|4|89.616|71.6928
IN-2015-QJ1925527-42283|TEC-CO-3709|9|150.744|120.5952
MX-2014-RE1945036-41791|TEC-PH-5841|9|254.496|203.5968
SF-2013-CP2085117-41506|FUR-BO-5972|7|44.451|35.5608
RS-2012-JK5730108-41150|FUR-TA-3759|6|89.124|71.2992
ES-2013-HZ1495045-41612|TEC-CO-4568|4|104.39884|83.519072
ID-2015-AR105707-42290|TEC-CO-4791|3|179.205|143.364
IT-2014-EH14005120-41992|OFF-ST-6248|5|53.844|43.0752
IN-2013-JR1570058-41441|OFF-AP-4958|7|82.952|66.3616
IN-2014-PL1892588-41871|OFF-AP-4958|9|82.952|66.3616
MX-2013-TC2114582-41446|TEC-PH-5842|6|254.46|203.568
MX-2013-DG1330082-41417|OFF-AP-4500|4|252.585|202.068
ES-2014-LW1699045-41759|TEC-MA-5016|5|79.875|63.9
ES-2013-Dl1360045-41440|TEC-AC-5135|9|122.565|98.052
CA-2014-AH10120140-41992|OFF-AR-5289|4|5.84|4.672
ES-2014-SC2009545-41991|TEC-CO-4767|4|97.332|77.8656
ID-2015-EB1393059-42206|FUR-CH-4530|8|141.354|113.0832
MO-2014-GP474086-41678|TEC-PH-3786|6|72.864|58.2912
IN-2012-SB2017027-41208|TEC-CO-4765|8|98.052|78.4416
CA-2014-AH10120140-41992|TEC-PH-5163|7|11.95|9.56
MX-2014-SM2000518-41696|FUR-TA-3761|3|235.2|188.16
IT-2012-JR1567048-41238|OFF-AP-4745|6|226.644|181.3152
IN-2013-CM1216027-41506|TEC-PH-3148|4|190.863|152.6904
IN-2013-DL129257-41418|TEC-CO-3587|9|105.492|84.3936
MX-2012-FM1429065-41216|FUR-BO-4849|7|331.416|265.1328
IN-2012-DP1316558-41173|TEC-PH-5839|5|255.6|204.48
IN-2014-CK1259592-41929|FUR-BO-4851|3|164.7|131.76
CA-2014-AH10120140-41992|TEC-AC-6078|2|46.99|37.592
IN-2014-GM1444027-41795|TEC-PH-5842|3|254.46|203.568
ES-2014-CM1183045-41773|TEC-MA-5502|5|280.125|224.1
CA-2014-AH10120140-41992|OFF-LA-3327|11|4.98|3.984
CA-2015-AH10120140-42188|OFF-BI-6393|4|6.54|5.232
IN-2014-MM1726027-41933|TEC-PH-3787|4|109.242|87.3936
ES-2015-ME17320139-42227|FUR-TA-5055|5|85.668|68.5344
MX-2014-CS1249082-41763|FUR-CH-5776|2|185.472|148.3776
IT-2014-GH14410120-41835|TEC-PH-5359|7|36.972|29.5776
CA-2014-AH10120140-41992|OFF-PA-3507|12|5.824|4.6592
MX-2015-MC1763536-42340|TEC-AC-5894|2|76.905|61.524
MX-2015-VT2170018-42012|TEC-PH-3148|14|190.863|152.6904
CA-2014-AH10120140-41821|TEC-AC-4945|8|8.95|7.16
IN-2015-SJ2021527-42182|TEC-CO-4789|7|108.495|86.796
IN-2012-CD1192027-40979|FUR-CH-5442|4|341.2239|272.97912
ID-2014-TA21385102-41654|OFF-AP-4744|7|227.688|182.1504
IN-2013-DP131057-41514|OFF-AP-4959|7|185.076|148.0608
ES-2012-DJ88887148-41231|TEC-PH-5248|9|52.038|41.6304
QA-2015-LM7065105-42362|TEC-PH-5268|7|192.807|154.2456
ES-2013-AR1051064-41441|FUR-BO-3639|4|194.016|155.2128
IN-2014-JH1591066-41831|FUR-BO-3627|7|275.12|220.096
IN-2013-PC1900078-41416|TEC-AC-5896|7|128.925|103.14
ES-2015-CM12235139-42221|TEC-PH-3800|4|139.212|111.3696
CG-2015-DK337533-42228|TEC-MA-6149|8|101.832|81.4656
ES-2013-NM18520120-41634|OFF-SU-3001|4|13.86|11.088
ES-2014-EG1390045-41644|FUR-BO-5760|13|131.283|105.0264
ID-2015-AH100757-42367|OFF-AP-4743|7|227.388|181.9104
IN-2014-AS1063092-41989|TEC-PH-5268|3|192.807|154.2456
IN-2014-DK1289559-41697|TEC-CO-5991|10|119.7|95.76
US-2013-CL1189018-41459|TEC-PH-5839|8|255.6|204.48
ES-2013-CA12265139-41506|FUR-CH-4531|8|142.083|113.6664
CA-2015-AH10120140-42309|OFF-AR-5331|7|3.28|2.624
ES-2013-DB1297045-41458|TEC-MA-5546|2|156.105|124.884
ES-2015-PC1900048-42337|TEC-CO-6011|8|230.178|184.1424
IN-2012-VS218207-41006|OFF-AP-4736|7|436.7958|349.43664
CA-2015-AS10135140-42328|OFF-BI-3307|4|8.6|6.88
CA-2013-AS13523-41403|OFF-ST-5695|6|17.1435|13.7148
IN-2013-JR1567027-41597|TEC-CO-3678|6|105.08056|84.064448
ES-2015-NF1847548-42248|TEC-CO-4574|5|57.861|46.2888
IN-2014-MF1766527-41947|TEC-MA-4205|7|78.822|63.0576
CA-2015-AS10135140-42328|OFF-PA-6448|7|5.344|4.2752
ES-2014-EB13930139-41962|TEC-PH-5355|2|382.41|305.928
MX-2015-EB1397518-42369|TEC-CO-3707|3|114.03|91.224
CA-2014-AS10135140-41957|FUR-FU-4070|5|1.672|1.3376
ES-2013-JH1582048-41306|TEC-PH-5836|1|73.536|58.8288
IT-2014-MV1748545-41717|OFF-ST-4267|7|62.343|49.8744
ES-2013-JW1595545-41354|FUR-BO-5953|4|74.91|59.928
IN-2015-LA1678027-42148|FUR-BO-3901|7|180.93|144.744
ES-2014-FM1421564-41804|TEC-AC-3402|4|103.5|82.8
CA-2012-AB10150140-40972|TEC-AC-5140|6|127.992|102.3936
CA-2012-AB10150140-40972|OFF-PA-6441|3|39.128|31.3024
CA-2012-AB10150140-40972|OFF-AR-5325|2|15.872|12.6976
MX-2014-MC1757518-41982|FUR-CH-4654|3|181.884|145.5072
MX-2014-MC1763582-41921|TEC-PH-3806|3|261.072|208.8576
IN-2014-CR126257-41928|TEC-PH-3149|7|426.04|340.832
MO-2012-JF541586-41266|FUR-TA-3342|2|256.016|204.8128
MX-2014-AH1021018-41745|OFF-AP-4736|6|436.7958|349.43664
US-2012-LH1675036-41129|OFF-AP-4743|4|227.388|181.9104
CA-2012-AB10150140-40972|OFF-BI-4378|6|2.068|1.6544
IN-2012-PO1919527-41200|FUR-TA-3413|6|169.7961|135.83688
IN-2012-MG1820558-40962|FUR-BO-4850|9|165.24|132.192
IN-2012-BM1178527-40977|TEC-CO-3598|5|126.99128|101.593024
IN-2015-KD1634558-42029|FUR-BO-4849|4|331.416|265.1328
IT-2015-TS21610139-42173|OFF-AP-3576|6|156.024|124.8192
IN-2012-AR1051027-41266|TEC-PH-3807|3|196.272|157.0176
US-2014-PG1889582-41647|FUR-CH-5443|5|187.872|150.2976
MX-2014-LC1705051-41643|TEC-PH-5841|3|254.496|203.5968
ES-2015-DJ1342045-42035|TEC-MA-5547|5|278.316|222.6528
ES-2012-HK1489045-41216|TEC-MA-5020|8|42.231|33.7848
CA-2015-AB10150140-42252|TEC-AC-6341|8|18.392|14.7136
TZ-2014-HH5010129-41906|OFF-AP-4490|4|18.792|15.0336
IN-2012-RR193157-41081|TEC-CO-3596|8|126.84776|101.478208
ES-2013-SH2063548-41516|FUR-TA-5057|6|171.954|137.5632
ES-2014-SV2078545-41807|FUR-CH-5380|5|245.44|196.352
CA-2015-AB10150140-42328|OFF-AR-3551|3|30.98|24.784
IN-2013-DV1346527-41626|TEC-PH-5355|4|382.41|305.928
MO-2014-RP985586-41907|TEC-AC-3405|2|138.112|110.4896
MX-2015-NF1838582-42087|FUR-TA-3359|6|273.9729|219.17832
CA-2014-AB10150140-41670|OFF-PA-6553|8|6.48|5.184
ES-2012-LR1703548-41245|TEC-PH-5269|3|225.939|180.7512
IN-2015-DR1294058-42152|FUR-CH-5441|5|140.976|112.7808
ES-2015-AF1087048-42169|FUR-TA-3348|3|100.74|80.592
CF-2012-IM5055106-41224|FUR-BO-3625|7|221.44|177.152
ID-2014-VG2180527-41790|FUR-TA-3765|4|464.128|371.3024
CA-2012-AB10150140-40972|OFF-SU-2972|4|7.448|5.9584
RS-2012-AS285108-41137|FUR-CH-4558|2|38.184|30.5472
MX-2013-DK1298539-41339|OFF-AP-4966|10|228.36|182.688
CA-2015-AB10150140-42328|OFF-PA-6453|5|4.224|3.3792
ES-2015-RW1954096-42222|TEC-CO-3596|4|126.84776|101.478208
IZ-2015-EH418561-42173|FUR-BO-3640|5|195.648|156.5184
IN-2015-ML1739559-42369|FUR-BO-5787|4|208.608|166.8864
MX-2013-BF1121593-41541|TEC-CO-3609|3|189.225|151.38
CG-2014-MB730533-41688|FUR-TA-3777|8|96.942|77.5536
CA-2015-AB10150140-42328|OFF-SU-2971|8|8.34|6.672
CA-2015-AB10150140-42328|FUR-FU-6223|1|19.99|15.992
IN-2015-KN164507-42332|TEC-PH-3147|2|222.705|178.164
IN-2015-HR14770102-42270|FUR-CH-4531|5|142.083|113.6664
ES-2015-CK1276045-42312|TEC-MA-6140|8|120.072|96.0576
IN-2015-PB192107-42248|OFF-AP-4738|3|349.6|279.68
CA-2013-AB10150140-41527|OFF-PA-6508|4|3.984|3.1872
CA-2014-AB16523-41660|OFF-AR-3475|3|20.544|16.4352
MX-2015-AA1048031-42111|OFF-AP-4508|8|486.432|389.1456
IT-2014-EB1384045-41706|TEC-PH-3785|5|73.344|58.6752
AG-2012-RO97803-40964|TEC-MA-4197|5|91.989|73.5912
CA-2013-AB10165140-41361|TEC-AC-4870|2|166.24|132.992
IN-2015-MR175457-42263|FUR-CH-4656|1|183.756|147.0048
ES-2014-SP2092064-41828|OFF-AP-4743|4|227.388|181.9104
CA-2013-AB10165140-41450|OFF-ST-6293|7|101.41|81.128
MX-2014-AH1046593-42004|TEC-CO-4792|3|144.084|115.2672
CA-2015-AB10165140-42263|OFF-PA-6443|5|40.99|32.792
IN-2015-AH105857-42033|FUR-BO-4849|5|331.416|265.1328
TU-2012-CV2805134-41159|FUR-CH-4530|5|141.354|113.0832
IT-2015-JK1532545-42052|FUR-BO-3904|6|96.64|77.312
LH-2013-RB943575-41424|TEC-PH-3805|5|260.592|208.4736
IR-2014-AG52560-41641|TEC-PH-5264|6|72.21|57.768
MX-2013-AR1034582-41601|FUR-BO-5786|14|261.54|209.232
SA-2015-MW8220110-42105|TEC-PH-3806|4|261.072|208.8576
EG-2013-AH21038-41489|OFF-AP-3578|2|373.98|299.184
IN-2015-FC142457-42326|TEC-PH-3152|4|37.017|29.6136
IN-2012-ML1741027-41255|OFF-AP-3875|11|160.929|128.7432
ID-2015-TH212357-42175|TEC-CO-6000|3|117.8658|94.29264
CA-2015-AB10165140-42109|OFF-AR-5929|6|29.952|23.9616
IN-2014-TW2102527-41780|TEC-CO-5994|3|143.004|114.4032
SF-2015-LT7110117-42280|TEC-MA-5503|12|94.266|75.4128
IT-2012-KN16390139-41268|FUR-TA-3759|6|89.124|71.2992
ES-2015-HD1478548-42271|FUR-BO-3903|7|97|77.6
CA-2013-AB10165140-41450|OFF-BI-4373|6|29.584|23.6672
ID-2015-BE114557-42242|FUR-CH-4656|3|183.756|147.0048
SA-2015-MC7575110-42326|TEC-MA-5548|6|207|165.6
IN-2013-CS1246058-41609|TEC-CO-5997|2|178.254|142.6032
ES-2015-ME1732064-42253|FUR-BO-5951|9|283.3935|226.7148
IT-2015-SW2027564-42277|TEC-PH-5841|3|254.496|203.5968
CA-2015-AB10165140-42094|FUR-FU-4329|3|15.072|12.0576
MX-2013-CR1282051-41543|TEC-CO-6009|5|142.944|114.3552
ES-2015-HM14860125-42368|TEC-CO-3685|8|172.206|137.7648
MZ-2015-CC247587-42024|FUR-CH-5776|10|185.472|148.3776
ES-2014-JM1525045-41835|FUR-CH-5443|4|187.872|150.2976
ID-2012-PS18970118-40967|OFF-AP-4508|7|486.432|389.1456
ES-2015-CM1219045-42094|FUR-BO-3889|3|123.066|98.4528
ES-2014-QJ1925564-41793|OFF-AP-3574|8|155.628|124.5024
IN-2014-TS2150559-41703|OFF-AP-3871|5|494.22|395.376
US-2012-AB10165140-41228|FUR-CH-5790|5|26.64|21.312
ES-2015-CS118608-42292|TEC-CO-3587|2|105.492|84.3936
IN-2012-KM1672078-41051|TEC-PH-5844|5|49.812|39.8496
CA-2013-AB10165140-41404|TEC-AC-3407|9|14.59|11.672
MX-2015-SB2018518-42245|OFF-AP-4966|4|228.36|182.688
ES-2015-MT1807045-42176|FUR-BO-3902|8|194.624|155.6992
ES-2015-JF15415139-42132|TEC-CO-4790|2|143.4602|114.76816
NI-2014-MT807095-41870|FUR-CH-5776|7|185.472|148.3776
ES-2014-ES14020120-41817|FUR-BO-3627|12|275.12|220.096
EN-2012-AB60042-40932|TEC-PH-3806|6|261.072|208.8576
CA-2013-AB10165140-41361|OFF-PA-6534|2|5.344|4.2752
IN-2015-PS189707-42342|FUR-TA-4713|5|371.931|297.5448
ES-2014-EB13975139-41818|TEC-PH-3805|4|260.592|208.4736
MX-2013-AF1087018-41418|TEC-PH-5268|3|192.807|154.2456
IN-2015-MC1742559-42346|TEC-PH-5842|2|254.46|203.568
IN-2013-CC1268558-41619|TEC-PH-3805|7|260.592|208.4736
TU-2015-EH4125134-42068|FUR-CH-4531|2|142.083|113.6664
IN-2014-BS116657-41815|TEC-CO-3598|6|126.99128|101.593024
IN-2015-IM1507059-42157|TEC-AC-5223|6|98.484|78.7872
IV-2012-SM1032029-41178|TEC-MA-5008|8|94.032|75.2256
US-2014-DA1345055-41795|OFF-AP-3868|4|247.755|198.204
ES-2014-DB1306045-41928|TEC-MA-6150|11|230.553|184.4424
CA-2015-AB10165140-42344|OFF-BI-4378|6|2.068|1.6544
CA-2013-AB10165140-41450|OFF-FA-6129|3|21.104|16.8832
MX-2015-LC1688582-42329|FUR-TA-3777|2|96.942|77.5536
ES-2013-TC2098045-41588|FUR-TA-4692|3|257.955|206.364
IN-2012-SW2035059-41067|TEC-PH-3806|6|261.072|208.8576
